year,season,fishery,ess,length,obs,pred
1972,3,1,429.5,30,0,0.0057
1972,3,1,429.5,32,0.0013,0.0084
1972,3,1,429.5,34,0.0062,0.0135
1972,3,1,429.5,36,0.0187,0.0234
1972,3,1,429.5,38,0.0186,0.0398
1972,3,1,429.5,40,0.0407,0.0606
1972,3,1,429.5,42,0.3362,0.0834
1972,3,1,429.5,44,0.3516,0.1018
1972,3,1,429.5,46,0.1168,0.1117
1972,3,1,429.5,48,0.0613,0.1116
1972,3,1,429.5,50,0.0319,0.1022
1972,3,1,429.5,52,0.0145,0.0864
1972,3,1,429.5,54,0.0022,0.0677
1972,3,1,429.5,56,0,0.0498
1972,3,1,429.5,58,0,0.0347
1972,3,1,429.5,60,0,0.0234
1972,3,1,429.5,62,0,0.0156
1972,3,1,429.5,64,0,0.0106
1972,3,1,429.5,66,0,0.0074
1972,3,1,429.5,68,0,0.0053
1972,3,1,429.5,70,0,0.0041
1972,3,1,429.5,72,0,0.0032
1972,3,1,429.5,74,0,0.0026
1972,3,1,429.5,76,0,0.0023
1972,3,1,429.5,78,0,0.0021
1972,3,1,429.5,80,0,0.0019
1972,3,1,429.5,82,0,0.0018
1972,3,1,429.5,84,0,0.0017
1972,3,1,429.5,86,0,0.0016
1972,3,1,429.5,88,0,0.0014
1972,3,1,429.5,90,0,0.0013
1972,3,1,429.5,92,0,0.0011
1972,3,1,429.5,94,0,0.001
1972,3,1,429.5,96,0,8e-04
1972,3,1,429.5,98,0,6e-04
1972,3,1,429.5,100,0,4e-04
1972,3,1,429.5,102,0,3e-04
1972,3,1,429.5,104,0,2e-04
1972,3,1,429.5,106,0,1e-04
1972,3,1,429.5,108,0,0
1973,1,1,59.6021,2,0,0
1973,1,1,59.6021,4,0,0
1973,1,1,59.6021,6,0,0
1973,1,1,59.6021,8,0,0
1973,1,1,59.6021,10,0,0
1973,1,1,59.6021,12,0,0
1973,1,1,59.6021,14,0,1e-04
1973,1,1,59.6021,16,0,3e-04
1973,1,1,59.6021,18,0,0.001
1973,1,1,59.6021,20,0,0.0028
1973,1,1,59.6021,22,0,0.007
1973,1,1,59.6021,24,0,0.0151
1973,1,1,59.6021,26,0,0.0278
1973,1,1,59.6021,28,0,0.0436
1973,1,1,59.6021,30,0,0.0572
1973,1,1,59.6021,32,0,0.0631
1973,1,1,59.6021,34,0,0.0598
1973,1,1,59.6021,36,0,0.0531
1973,1,1,59.6021,38,0.0052,0.0501
1973,1,1,59.6021,40,0.0103,0.0456
1973,1,1,59.6021,42,0.0052,0.0581
1973,1,1,59.6021,44,0.0103,0.0654
1973,1,1,59.6021,46,0.0052,0.0668
1973,1,1,59.6021,48,0,0.0639
1973,1,1,59.6021,50,0.0052,0.0584
1973,1,1,59.6021,52,0.0258,0.0514
1973,1,1,59.6021,54,0,0.0436
1973,1,1,59.6021,56,0,0.0357
1973,1,1,59.6021,58,0.0206,0.0282
1973,1,1,59.6021,60,0.0515,0.0216
1973,1,1,59.6021,62,0.1392,0.0162
1973,1,1,59.6021,64,0.2474,0.012
1973,1,1,59.6021,66,0.3093,0.0089
1973,1,1,59.6021,68,0.1186,0.0067
1973,1,1,59.6021,70,0.0361,0.0052
1973,1,1,59.6021,72,0.0052,0.0041
1973,1,1,59.6021,74,0.0052,0.0034
1973,1,1,59.6021,76,0,0.0029
1973,1,1,59.6021,78,0,0.0026
1973,1,1,59.6021,80,0,0.0024
1973,1,1,59.6021,82,0,0.0022
1973,1,1,59.6021,84,0,0.0021
1973,1,1,59.6021,86,0,0.002
1973,1,1,59.6021,88,0,0.0018
1973,1,1,59.6021,90,0,0.0016
1973,1,1,59.6021,92,0,0.0015
1973,1,1,59.6021,94,0,0.0013
1973,1,1,59.6021,96,0,0.0011
1973,1,1,59.6021,98,0,8e-04
1973,1,1,59.6021,100,0,6e-04
1973,1,1,59.6021,102,0,4e-04
1973,1,1,59.6021,104,0,2e-04
1973,1,1,59.6021,106,0,1e-04
1973,1,1,59.6021,108,0,0
1973,2,1,2843,2,0,0
1973,2,1,2843,4,0,0
1973,2,1,2843,6,0,0
1973,2,1,2843,8,0,0
1973,2,1,2843,10,0,0
1973,2,1,2843,12,0,0
1973,2,1,2843,14,0,0
1973,2,1,2843,16,0,0
1973,2,1,2843,18,0,1e-04
1973,2,1,2843,20,0,3e-04
1973,2,1,2843,22,0,9e-04
1973,2,1,2843,24,0,0.0019
1973,2,1,2843,26,0,0.0036
1973,2,1,2843,28,0,0.0062
1973,2,1,2843,30,0,0.0099
1973,2,1,2843,32,0,0.0164
1973,2,1,2843,34,1e-04,0.0288
1973,2,1,2843,36,0.0132,0.0509
1973,2,1,2843,38,0.2337,0.0817
1973,2,1,2843,40,0.4611,0.1113
1973,2,1,2843,42,0.1682,0.1303
1973,2,1,2843,44,0.0571,0.1296
1973,2,1,2843,46,0.0278,0.1117
1973,2,1,2843,48,0.0112,0.0859
1973,2,1,2843,50,0.0089,0.0613
1973,2,1,2843,52,0.0104,0.0425
1973,2,1,2843,54,0.0056,0.0297
1973,2,1,2843,56,0.0019,0.0214
1973,2,1,2843,58,3e-04,0.0158
1973,2,1,2843,60,0,0.0118
1973,2,1,2843,62,0,0.0089
1973,2,1,2843,64,0,0.0068
1973,2,1,2843,66,1e-04,0.0052
1973,2,1,2843,68,4e-04,0.004
1973,2,1,2843,70,0,0.0032
1973,2,1,2843,72,0,0.0026
1973,2,1,2843,74,0,0.0022
1973,2,1,2843,76,0,0.0019
1973,2,1,2843,78,0,0.0017
1973,2,1,2843,80,0,0.0015
1973,2,1,2843,82,0,0.0014
1973,2,1,2843,84,0,0.0013
1973,2,1,2843,86,0,0.0012
1973,2,1,2843,88,0,0.0011
1973,2,1,2843,90,0,0.001
1973,2,1,2843,92,0,9e-04
1973,2,1,2843,94,0,8e-04
1973,2,1,2843,96,0,6e-04
1973,2,1,2843,98,0,5e-04
1973,2,1,2843,100,0,4e-04
1973,2,1,2843,102,0,3e-04
1973,2,1,2843,104,0,1e-04
1973,2,1,2843,106,0,1e-04
1973,2,1,2843,108,0,0
1973,3,1,375.5,2,0,0
1973,3,1,375.5,4,0,0
1973,3,1,375.5,6,0,0
1973,3,1,375.5,8,0,0
1973,3,1,375.5,10,0,0
1973,3,1,375.5,12,0,0
1973,3,1,375.5,14,0,0
1973,3,1,375.5,16,0,1e-04
1973,3,1,375.5,18,0,2e-04
1973,3,1,375.5,20,0,5e-04
1973,3,1,375.5,22,0,0.0012
1973,3,1,375.5,24,0,0.0026
1973,3,1,375.5,26,0,0.0048
1973,3,1,375.5,28,0,0.0077
1973,3,1,375.5,30,0,0.0107
1973,3,1,375.5,32,0,0.0137
1973,3,1,375.5,34,0,0.0179
1973,3,1,375.5,36,0.0017,0.0261
1973,3,1,375.5,38,0.0135,0.0404
1973,3,1,375.5,40,0.1051,0.0587
1973,3,1,375.5,42,0.1999,0.0806
1973,3,1,375.5,44,0.29,0.0979
1973,3,1,375.5,46,0.1599,0.1073
1973,3,1,375.5,48,0.0847,0.1071
1973,3,1,375.5,50,0.0391,0.0983
1973,3,1,375.5,52,0.034,0.0833
1973,3,1,375.5,54,0.034,0.0656
1973,3,1,375.5,56,0.022,0.0485
1973,3,1,375.5,58,0.012,0.0341
1973,3,1,375.5,60,0.004,0.0232
1973,3,1,375.5,62,0,0.0156
1973,3,1,375.5,64,0,0.0106
1973,3,1,375.5,66,0,0.0075
1973,3,1,375.5,68,0,0.0054
1973,3,1,375.5,70,0,0.0042
1973,3,1,375.5,72,0,0.0033
1973,3,1,375.5,74,0,0.0027
1973,3,1,375.5,76,0,0.0024
1973,3,1,375.5,78,0,0.0022
1973,3,1,375.5,80,0,0.002
1973,3,1,375.5,82,0,0.0019
1973,3,1,375.5,84,0,0.0018
1973,3,1,375.5,86,0,0.0017
1973,3,1,375.5,88,0,0.0015
1973,3,1,375.5,90,0,0.0014
1973,3,1,375.5,92,0,0.0013
1973,3,1,375.5,94,0,0.0011
1973,3,1,375.5,96,0,9e-04
1973,3,1,375.5,98,0,7e-04
1973,3,1,375.5,100,0,5e-04
1973,3,1,375.5,102,0,4e-04
1973,3,1,375.5,104,0,2e-04
1973,3,1,375.5,106,0,1e-04
1973,3,1,375.5,108,0,0
1974,2,1,4780,2,0,0
1974,2,1,4780,4,0,0
1974,2,1,4780,6,0,0
1974,2,1,4780,8,0,0
1974,2,1,4780,10,0,0
1974,2,1,4780,12,0,0
1974,2,1,4780,14,0,0
1974,2,1,4780,16,0,0
1974,2,1,4780,18,0,0
1974,2,1,4780,20,0,0
1974,2,1,4780,22,0,1e-04
1974,2,1,4780,24,0,2e-04
1974,2,1,4780,26,0,5e-04
1974,2,1,4780,28,0,0.0012
1974,2,1,4780,30,1e-04,0.0035
1974,2,1,4780,32,3e-04,0.0094
1974,2,1,4780,34,0,0.0224
1974,2,1,4780,36,0.001,0.0459
1974,2,1,4780,38,0.0277,0.0781
1974,2,1,4780,40,0.1498,0.1098
1974,2,1,4780,42,0.2388,0.1296
1974,2,1,4780,44,0.2419,0.1304
1974,2,1,4780,46,0.155,0.1145
1974,2,1,4780,48,0.0781,0.0906
1974,2,1,4780,50,0.0458,0.0671
1974,2,1,4780,52,0.0245,0.0485
1974,2,1,4780,54,0.0159,0.0351
1974,2,1,4780,56,0.0091,0.0258
1974,2,1,4780,58,0.0069,0.0192
1974,2,1,4780,60,0.0031,0.0143
1974,2,1,4780,62,8e-04,0.0105
1974,2,1,4780,64,9e-04,0.0079
1974,2,1,4780,66,2e-04,0.006
1974,2,1,4780,68,0,0.0046
1974,2,1,4780,70,0,0.0035
1974,2,1,4780,72,0,0.0028
1974,2,1,4780,74,0,0.0024
1974,2,1,4780,76,0,0.002
1974,2,1,4780,78,0,0.0018
1974,2,1,4780,80,0,0.0017
1974,2,1,4780,82,0,0.0015
1974,2,1,4780,84,0,0.0014
1974,2,1,4780,86,0,0.0013
1974,2,1,4780,88,0,0.0012
1974,2,1,4780,90,0,0.0011
1974,2,1,4780,92,0,0.001
1974,2,1,4780,94,0,8e-04
1974,2,1,4780,96,0,7e-04
1974,2,1,4780,98,0,6e-04
1974,2,1,4780,100,0,4e-04
1974,2,1,4780,102,0,3e-04
1974,2,1,4780,104,0,2e-04
1974,2,1,4780,106,0,1e-04
1974,2,1,4780,108,0,0
1974,3,1,266.6911,2,0,0
1974,3,1,266.6911,4,0,0
1974,3,1,266.6911,6,0,0
1974,3,1,266.6911,8,0,0
1974,3,1,266.6911,10,0,0
1974,3,1,266.6911,12,0,0
1974,3,1,266.6911,14,0,1e-04
1974,3,1,266.6911,16,0,3e-04
1974,3,1,266.6911,18,0,8e-04
1974,3,1,266.6911,20,0,0.0022
1974,3,1,266.6911,22,0,0.0055
1974,3,1,266.6911,24,0.0036,0.0119
1974,3,1,266.6911,26,0.0242,0.0219
1974,3,1,266.6911,28,0.1727,0.0342
1974,3,1,266.6911,30,0.2186,0.0445
1974,3,1,266.6911,32,0.0785,0.048
1974,3,1,266.6911,34,0.029,0.043
1974,3,1,266.6911,36,0.0048,0.0339
1974,3,1,266.6911,38,0,0.0284
1974,3,1,266.6911,40,0,0.0256
1974,3,1,266.6911,42,0,0.0429
1974,3,1,266.6911,44,0.0374,0.0624
1974,3,1,266.6911,46,0.0954,0.0796
1974,3,1,266.6911,48,0.1232,0.0895
1974,3,1,266.6911,50,0.1014,0.0898
1974,3,1,266.6911,52,0.0882,0.0813
1974,3,1,266.6911,54,0.0229,0.0672
1974,3,1,266.6911,56,0,0.0515
1974,3,1,266.6911,58,0,0.0372
1974,3,1,266.6911,60,0,0.0258
1974,3,1,266.6911,62,0,0.0175
1974,3,1,266.6911,64,0,0.0119
1974,3,1,266.6911,66,0,0.0082
1974,3,1,266.6911,68,0,0.0059
1974,3,1,266.6911,70,0,0.0044
1974,3,1,266.6911,72,0,0.0034
1974,3,1,266.6911,74,0,0.0027
1974,3,1,266.6911,76,0,0.0023
1974,3,1,266.6911,78,0,0.0021
1974,3,1,266.6911,80,0,0.0019
1974,3,1,266.6911,82,0,0.0017
1974,3,1,266.6911,84,0,0.0016
1974,3,1,266.6911,86,0,0.0015
1974,3,1,266.6911,88,0,0.0014
1974,3,1,266.6911,90,0,0.0013
1974,3,1,266.6911,92,0,0.0011
1974,3,1,266.6911,94,0,0.001
1974,3,1,266.6911,96,0,8e-04
1974,3,1,266.6911,98,0,6e-04
1974,3,1,266.6911,100,0,4e-04
1974,3,1,266.6911,102,0,3e-04
1974,3,1,266.6911,104,0,2e-04
1974,3,1,266.6911,106,0,1e-04
1974,3,1,266.6911,108,0,0
1975,2,1,2988.5,2,0,0
1975,2,1,2988.5,4,0,0
1975,2,1,2988.5,6,0,0
1975,2,1,2988.5,8,0,0
1975,2,1,2988.5,10,0,0
1975,2,1,2988.5,12,0,0
1975,2,1,2988.5,14,0,0
1975,2,1,2988.5,16,0,0
1975,2,1,2988.5,18,0,1e-04
1975,2,1,2988.5,20,0,1e-04
1975,2,1,2988.5,22,0,4e-04
1975,2,1,2988.5,24,0,8e-04
1975,2,1,2988.5,26,0,0.0016
1975,2,1,2988.5,28,0,0.0031
1975,2,1,2988.5,30,0,0.0058
1975,2,1,2988.5,32,0,0.0116
1975,2,1,2988.5,34,0,0.0238
1975,2,1,2988.5,36,0.0017,0.0457
1975,2,1,2988.5,38,0.0322,0.0761
1975,2,1,2988.5,40,0.2247,0.1062
1975,2,1,2988.5,42,0.2861,0.1259
1975,2,1,2988.5,44,0.1239,0.1275
1975,2,1,2988.5,46,0.0691,0.1129
1975,2,1,2988.5,48,0.0682,0.0902
1975,2,1,2988.5,50,0.0635,0.0673
1975,2,1,2988.5,52,0.0426,0.0488
1975,2,1,2988.5,54,0.0269,0.0353
1975,2,1,2988.5,56,0.0177,0.0258
1975,2,1,2988.5,58,0.0182,0.019
1975,2,1,2988.5,60,0.0114,0.0141
1975,2,1,2988.5,62,0.0078,0.0105
1975,2,1,2988.5,64,0.0048,0.008
1975,2,1,2988.5,66,4e-04,0.0062
1975,2,1,2988.5,68,8e-04,0.0048
1975,2,1,2988.5,70,0,0.0039
1975,2,1,2988.5,72,0,0.0032
1975,2,1,2988.5,74,0,0.0027
1975,2,1,2988.5,76,0,0.0023
1975,2,1,2988.5,78,0,0.0021
1975,2,1,2988.5,80,0,0.0019
1975,2,1,2988.5,82,0,0.0018
1975,2,1,2988.5,84,0,0.0017
1975,2,1,2988.5,86,0,0.0016
1975,2,1,2988.5,88,0,0.0014
1975,2,1,2988.5,90,0,0.0013
1975,2,1,2988.5,92,0,0.0012
1975,2,1,2988.5,94,0,9e-04
1975,2,1,2988.5,96,0,8e-04
1975,2,1,2988.5,98,0,6e-04
1975,2,1,2988.5,100,0,4e-04
1975,2,1,2988.5,102,0,3e-04
1975,2,1,2988.5,104,0,2e-04
1975,2,1,2988.5,106,0,1e-04
1975,2,1,2988.5,108,0,0
1975,3,1,80.707,2,0,0
1975,3,1,80.707,4,0,0
1975,3,1,80.707,6,0,0
1975,3,1,80.707,8,0,0
1975,3,1,80.707,10,0,0
1975,3,1,80.707,12,0,0
1975,3,1,80.707,14,0,1e-04
1975,3,1,80.707,16,0,4e-04
1975,3,1,80.707,18,0,0.0013
1975,3,1,80.707,20,0,0.0036
1975,3,1,80.707,22,0.0038,0.0089
1975,3,1,80.707,24,0.0376,0.0191
1975,3,1,80.707,26,0.2068,0.0353
1975,3,1,80.707,28,0.1504,0.055
1975,3,1,80.707,30,0.0564,0.0717
1975,3,1,80.707,32,0.0301,0.0773
1975,3,1,80.707,34,0.0301,0.0693
1975,3,1,80.707,36,0.0188,0.0538
1975,3,1,80.707,38,0.0113,0.0414
1975,3,1,80.707,40,0,0.0286
1975,3,1,80.707,42,0,0.0424
1975,3,1,80.707,44,0,0.0556
1975,3,1,80.707,46,0.188,0.0652
1975,3,1,80.707,48,0.1654,0.0687
1975,3,1,80.707,50,0.0639,0.0657
1975,3,1,80.707,52,0.0338,0.0572
1975,3,1,80.707,54,0.0038,0.0459
1975,3,1,80.707,56,0,0.0344
1975,3,1,80.707,58,0,0.0245
1975,3,1,80.707,60,0,0.0169
1975,3,1,80.707,62,0,0.0116
1975,3,1,80.707,64,0,0.0081
1975,3,1,80.707,66,0,0.0059
1975,3,1,80.707,68,0,0.0044
1975,3,1,80.707,70,0,0.0035
1975,3,1,80.707,72,0,0.0029
1975,3,1,80.707,74,0,0.0025
1975,3,1,80.707,76,0,0.0022
1975,3,1,80.707,78,0,0.0021
1975,3,1,80.707,80,0,0.0019
1975,3,1,80.707,82,0,0.0018
1975,3,1,80.707,84,0,0.0017
1975,3,1,80.707,86,0,0.0016
1975,3,1,80.707,88,0,0.0015
1975,3,1,80.707,90,0,0.0014
1975,3,1,80.707,92,0,0.0012
1975,3,1,80.707,94,0,0.001
1975,3,1,80.707,96,0,9e-04
1975,3,1,80.707,98,0,6e-04
1975,3,1,80.707,100,0,4e-04
1975,3,1,80.707,102,0,3e-04
1975,3,1,80.707,104,0,2e-04
1975,3,1,80.707,106,0,1e-04
1975,3,1,80.707,108,0,0
1976,2,1,1411.5,2,0,0
1976,2,1,1411.5,4,0,0
1976,2,1,1411.5,6,0,0
1976,2,1,1411.5,8,0,0
1976,2,1,1411.5,10,0,0
1976,2,1,1411.5,12,0,0
1976,2,1,1411.5,14,0,0
1976,2,1,1411.5,16,0,0
1976,2,1,1411.5,18,0,1e-04
1976,2,1,1411.5,20,0,2e-04
1976,2,1,1411.5,22,0,6e-04
1976,2,1,1411.5,24,0,0.0013
1976,2,1,1411.5,26,0,0.0025
1976,2,1,1411.5,28,0,0.0045
1976,2,1,1411.5,30,0,0.008
1976,2,1,1411.5,32,0.0015,0.0149
1976,2,1,1411.5,34,0.005,0.029
1976,2,1,1411.5,36,0.0065,0.0539
1976,2,1,1411.5,38,0.0399,0.0883
1976,2,1,1411.5,40,0.1692,0.1212
1976,2,1,1411.5,42,0.2653,0.1411
1976,2,1,1411.5,44,0.2714,0.1389
1976,2,1,1411.5,46,0.1533,0.1178
1976,2,1,1411.5,48,0.0552,0.0882
1976,2,1,1411.5,50,0.0154,0.0603
1976,2,1,1411.5,52,0.0068,0.0392
1976,2,1,1411.5,54,0.003,0.0254
1976,2,1,1411.5,56,0.003,0.0167
1976,2,1,1411.5,58,5e-04,0.0114
1976,2,1,1411.5,60,0.0015,0.0079
1976,2,1,1411.5,62,5e-04,0.0055
1976,2,1,1411.5,64,0.0015,0.004
1976,2,1,1411.5,66,0,0.003
1976,2,1,1411.5,68,5e-04,0.0023
1976,2,1,1411.5,70,0,0.0018
1976,2,1,1411.5,72,0,0.0014
1976,2,1,1411.5,74,0,0.0012
1976,2,1,1411.5,76,0,0.001
1976,2,1,1411.5,78,0,9e-04
1976,2,1,1411.5,80,0,9e-04
1976,2,1,1411.5,82,0,8e-04
1976,2,1,1411.5,84,0,8e-04
1976,2,1,1411.5,86,0,8e-04
1976,2,1,1411.5,88,0,7e-04
1976,2,1,1411.5,90,0,7e-04
1976,2,1,1411.5,92,0,6e-04
1976,2,1,1411.5,94,0,5e-04
1976,2,1,1411.5,96,0,4e-04
1976,2,1,1411.5,98,0,4e-04
1976,2,1,1411.5,100,0,3e-04
1976,2,1,1411.5,102,0,2e-04
1976,2,1,1411.5,104,0,1e-04
1976,2,1,1411.5,106,0,1e-04
1976,2,1,1411.5,108,0,0
1976,3,1,333,2,0,0
1976,3,1,333,4,0,0
1976,3,1,333,6,0,0
1976,3,1,333,8,0,0
1976,3,1,333,10,0,0
1976,3,1,333,12,0,0
1976,3,1,333,14,0,0
1976,3,1,333,16,0,0
1976,3,1,333,18,0,1e-04
1976,3,1,333,20,0,4e-04
1976,3,1,333,22,0,9e-04
1976,3,1,333,24,0.002,0.002
1976,3,1,333,26,0,0.0038
1976,3,1,333,28,0,0.0061
1976,3,1,333,30,0,0.0088
1976,3,1,333,32,0.002,0.0122
1976,3,1,333,34,0.0039,0.0177
1976,3,1,333,36,0.0059,0.0282
1976,3,1,333,38,0.0229,0.0452
1976,3,1,333,40,0.0226,0.0654
1976,3,1,333,42,0.1795,0.0867
1976,3,1,333,44,0.3345,0.1016
1976,3,1,333,46,0.1764,0.1074
1976,3,1,333,48,0.0686,0.1043
1976,3,1,333,50,0.0178,0.094
1976,3,1,333,52,0.0415,0.0792
1976,3,1,333,54,0.0612,0.0627
1976,3,1,333,56,0.0494,0.0469
1976,3,1,333,58,0.0118,0.0335
1976,3,1,333,60,0,0.0232
1976,3,1,333,62,0,0.0158
1976,3,1,333,64,0,0.0109
1976,3,1,333,66,0,0.0076
1976,3,1,333,68,0,0.0055
1976,3,1,333,70,0,0.0041
1976,3,1,333,72,0,0.0032
1976,3,1,333,74,0,0.0026
1976,3,1,333,76,0,0.0023
1976,3,1,333,78,0,0.0021
1976,3,1,333,80,0,0.0019
1976,3,1,333,82,0,0.0018
1976,3,1,333,84,0,0.0017
1976,3,1,333,86,0,0.0016
1976,3,1,333,88,0,0.0015
1976,3,1,333,90,0,0.0014
1976,3,1,333,92,0,0.0013
1976,3,1,333,94,0,0.0011
1976,3,1,333,96,0,0.001
1976,3,1,333,98,0,7e-04
1976,3,1,333,100,0,6e-04
1976,3,1,333,102,0,4e-04
1976,3,1,333,104,0,3e-04
1976,3,1,333,106,0,1e-04
1976,3,1,333,108,0,0
1977,2,1,1562,2,0,0
1977,2,1,1562,4,0,0
1977,2,1,1562,6,0,0
1977,2,1,1562,8,0,0
1977,2,1,1562,10,0,0
1977,2,1,1562,12,0,0
1977,2,1,1562,14,0,0
1977,2,1,1562,16,0,0
1977,2,1,1562,18,0,0
1977,2,1,1562,20,0,1e-04
1977,2,1,1562,22,0,3e-04
1977,2,1,1562,24,0,7e-04
1977,2,1,1562,26,0,0.0014
1977,2,1,1562,28,0,0.0028
1977,2,1,1562,30,0,0.0059
1977,2,1,1562,32,0,0.013
1977,2,1,1562,34,0,0.0283
1977,2,1,1562,36,0.0246,0.0553
1977,2,1,1562,38,0.1012,0.0921
1977,2,1,1562,40,0.3116,0.1272
1977,2,1,1562,42,0.3275,0.1472
1977,2,1,1562,44,0.1156,0.1434
1977,2,1,1562,46,0.0397,0.1197
1977,2,1,1562,48,0.0161,0.0874
1977,2,1,1562,50,0.0271,0.0577
1977,2,1,1562,52,0.0234,0.0358
1977,2,1,1562,54,0.0099,0.0221
1977,2,1,1562,56,0.0032,0.0142
1977,2,1,1562,58,0,0.0096
1977,2,1,1562,60,0,0.0068
1977,2,1,1562,62,0,0.005
1977,2,1,1562,64,0,0.0038
1977,2,1,1562,66,0,0.003
1977,2,1,1562,68,0,0.0023
1977,2,1,1562,70,0,0.0019
1977,2,1,1562,72,0,0.0015
1977,2,1,1562,74,0,0.0013
1977,2,1,1562,76,0,0.0012
1977,2,1,1562,78,0,0.0011
1977,2,1,1562,80,0,0.001
1977,2,1,1562,82,0,9e-04
1977,2,1,1562,84,0,9e-04
1977,2,1,1562,86,0,8e-04
1977,2,1,1562,88,0,8e-04
1977,2,1,1562,90,0,7e-04
1977,2,1,1562,92,0,6e-04
1977,2,1,1562,94,0,5e-04
1977,2,1,1562,96,0,5e-04
1977,2,1,1562,98,0,4e-04
1977,2,1,1562,100,0,3e-04
1977,2,1,1562,102,0,2e-04
1977,2,1,1562,104,0,1e-04
1977,2,1,1562,106,0,1e-04
1977,2,1,1562,108,0,0
1978,2,1,977.5,2,0,0
1978,2,1,977.5,4,0,0
1978,2,1,977.5,6,0,0
1978,2,1,977.5,8,0,0
1978,2,1,977.5,10,0,0
1978,2,1,977.5,12,0,0
1978,2,1,977.5,14,0,0
1978,2,1,977.5,16,0,0
1978,2,1,977.5,18,0,0
1978,2,1,977.5,20,0,1e-04
1978,2,1,977.5,22,0,2e-04
1978,2,1,977.5,24,0,4e-04
1978,2,1,977.5,26,0,9e-04
1978,2,1,977.5,28,0,0.002
1978,2,1,977.5,30,0,0.0048
1978,2,1,977.5,32,0,0.0117
1978,2,1,977.5,34,0,0.0268
1978,2,1,977.5,36,0,0.0539
1978,2,1,977.5,38,0.005,0.0907
1978,2,1,977.5,40,0.0583,0.1262
1978,2,1,977.5,42,0.1718,0.1469
1978,2,1,977.5,44,0.2782,0.1445
1978,2,1,977.5,46,0.2142,0.1222
1978,2,1,977.5,48,0.1556,0.0909
1978,2,1,977.5,50,0.0777,0.0614
1978,2,1,977.5,52,0.0355,0.039
1978,2,1,977.5,54,0.0037,0.0242
1978,2,1,977.5,56,0,0.0152
1978,2,1,977.5,58,0,0.0098
1978,2,1,977.5,60,0,0.0065
1978,2,1,977.5,62,0,0.0043
1978,2,1,977.5,64,0,0.0031
1978,2,1,977.5,66,0,0.0023
1978,2,1,977.5,68,0,0.0017
1978,2,1,977.5,70,0,0.0014
1978,2,1,977.5,72,0,0.0011
1978,2,1,977.5,74,0,9e-04
1978,2,1,977.5,76,0,8e-04
1978,2,1,977.5,78,0,7e-04
1978,2,1,977.5,80,0,7e-04
1978,2,1,977.5,82,0,7e-04
1978,2,1,977.5,84,0,6e-04
1978,2,1,977.5,86,0,6e-04
1978,2,1,977.5,88,0,6e-04
1978,2,1,977.5,90,0,5e-04
1978,2,1,977.5,92,0,5e-04
1978,2,1,977.5,94,0,4e-04
