age,year,season,area,f
13,1980,1,1,0.02598474
14,1980,1,1,0.02601899
15,1980,1,1,0.02601875
16,1980,1,1,0.02609761
1,1981,1,1,0.02521377
2,1981,1,1,0.1905548
3,1981,1,1,0.1600014
4,1981,1,1,0.1120566
5,1981,1,1,0.06442272
6,1981,1,1,0.04748262
7,1981,1,1,0.04062929
8,1981,1,1,0.03754749
9,1981,1,1,0.03628669
10,1981,1,1,0.03559774
11,1981,1,1,0.0354335
12,1981,1,1,0.03545612
13,1981,1,1,0.0354782
14,1981,1,1,0.03552477
15,1981,1,1,0.03552427
16,1981,1,1,0.0356317
1,1982,1,1,0.01680994
2,1982,1,1,0.1259826
3,1982,1,1,0.1061463
4,1982,1,1,0.0743939
5,1982,1,1,0.04281881
6,1982,1,1,0.03158066
7,1982,1,1,0.02703325
8,1982,1,1,0.02498871
9,1982,1,1,0.02415319
10,1982,1,1,0.02369713
11,1982,1,1,0.02358961
12,1982,1,1,0.02360619
13,1982,1,1,0.02362185
14,1982,1,1,0.02365359
15,1982,1,1,0.02365392
16,1982,1,1,0.0237263
1,1983,1,1,0.01028031
2,1983,1,1,0.07465209
3,1983,1,1,0.06372641
4,1983,1,1,0.04478731
5,1983,1,1,0.02588898
6,1983,1,1,0.01914213
7,1983,1,1,0.01641011
8,1983,1,1,0.01518251
9,1983,1,1,0.01468296
10,1983,1,1,0.01441144
11,1983,1,1,0.01435014
12,1983,1,1,0.01436367
13,1983,1,1,0.01437537
14,1983,1,1,0.01439634
15,1983,1,1,0.01439804
16,1983,1,1,0.014444
1,1984,1,1,0.01902022
2,1984,1,1,0.1118343
3,1984,1,1,0.1048545
4,1984,1,1,0.07507825
5,1984,1,1,0.04463419
6,1984,1,1,0.03353445
7,1984,1,1,0.02901776
8,1984,1,1,0.02699646
9,1984,1,1,0.02619758
10,1984,1,1,0.02577624
11,1984,1,1,0.02571186
12,1984,1,1,0.025774
13,1984,1,1,0.02581905
14,1984,1,1,0.02587494
15,1984,1,1,0.02589454
16,1984,1,1,0.02599825
1,1985,1,1,0.04952657
2,1985,1,1,0.3652406
3,1985,1,1,0.3097875
4,1985,1,1,0.2174255
5,1985,1,1,0.1254181
6,1985,1,1,0.09261998
7,1985,1,1,0.07934364
8,1985,1,1,0.07337633
9,1985,1,1,0.070943
10,1985,1,1,0.06961765
11,1985,1,1,0.06931193
12,1985,1,1,0.06936916
13,1985,1,1,0.06942059
14,1985,1,1,0.06951795
15,1985,1,1,0.06952264
16,1985,1,1,0.06974011
1,1986,1,1,0.02902638
2,1986,1,1,0.1758345
3,1986,1,1,0.1625815
4,1986,1,1,0.1161057
5,1986,1,1,0.06875703
6,1986,1,1,0.05154609
7,1986,1,1,0.04454752
8,1986,1,1,0.04141372
9,1986,1,1,0.04016993
10,1986,1,1,0.03951101
11,1986,1,1,0.03940312
12,1986,1,1,0.03949065
13,1986,1,1,0.0395548
14,1986,1,1,0.03963673
15,1986,1,1,0.03966342
16,1986,1,1,0.03981802
1,1987,1,1,0.02454374
2,1987,1,1,0.1659513
3,1987,1,1,0.1460485
4,1987,1,1,0.1032911
5,1987,1,1,0.06028386
6,1987,1,1,0.04482206
7,1987,1,1,0.03855079
8,1987,1,1,0.03573671
9,1987,1,1,0.03460261
10,1987,1,1,0.03399221
11,1987,1,1,0.03386877
12,1987,1,1,0.03391839
13,1987,1,1,0.03395727
14,1987,1,1,0.0340153
15,1987,1,1,0.03402705
16,1987,1,1,0.03414551
1,1988,1,1,0.02916151
2,1988,1,1,0.1628678
3,1988,1,1,0.1564942
4,1988,1,1,0.112563
5,1988,1,1,0.06736495
6,1988,1,1,0.05079923
7,1988,1,1,0.04405024
8,1988,1,1,0.04103294
9,1988,1,1,0.03984912
10,1988,1,1,0.03922962
11,1988,1,1,0.03914694
12,1988,1,1,0.03925435
13,1988,1,1,0.03933107
14,1988,1,1,0.03942234
15,1988,1,1,0.03945778
16,1988,1,1,0.0396229
1,1989,1,1,0.03604378
2,1989,1,1,0.2473385
3,1989,1,1,0.2162822
4,1989,1,1,0.1527637
5,1989,1,1,0.08898091
6,1989,1,1,0.06608343
7,1989,1,1,0.05679943
8,1989,1,1,0.05263228
9,1989,1,1,0.05094949
10,1989,1,1,0.05004189
11,1989,1,1,0.04985384
12,1989,1,1,0.04992158
13,1989,1,1,0.04997545
14,1989,1,1,0.05005832
15,1989,1,1,0.0500733
16,1989,1,1,0.05024468
1,1990,1,1,0.02791622
2,1990,1,1,0.1856417
3,1990,1,1,0.1645713
4,1990,1,1,0.116562
5,1990,1,1,0.06818069
6,1990,1,1,0.05075811
7,1990,1,1,0.04368883
8,1990,1,1,0.04051767
9,1990,1,1,0.03924259
10,1990,1,1,0.0385579
11,1990,1,1,0.03842331
12,1990,1,1,0.03848414
13,1990,1,1,0.03853113
14,1990,1,1,0.03859917
15,1990,1,1,0.03861448
16,1990,1,1,0.03875143
1,1991,1,1,0.05432202
2,1991,1,1,0.3660489
3,1991,1,1,0.3226262
4,1991,1,1,0.2282421
5,1991,1,1,0.1332698
6,1991,1,1,0.09911423
7,1991,1,1,0.0852597
8,1991,1,1,0.07904322
9,1991,1,1,0.07653911
10,1991,1,1,0.07519196
11,1991,1,1,0.07492109
12,1991,1,1,0.07503267
13,1991,1,1,0.07511983
14,1991,1,1,0.07524909
15,1991,1,1,0.07527588
16,1991,1,1,0.07553894
1,1992,1,1,0.02568435
2,1992,1,1,0.1863896
3,1992,1,1,0.159154
4,1992,1,1,0.1118608
5,1992,1,1,0.06466602
6,1992,1,1,0.04781606
7,1992,1,1,0.04099286
8,1992,1,1,0.03792698
9,1992,1,1,0.03667948
10,1992,1,1,0.03600148
11,1992,1,1,0.03584857
12,1992,1,1,0.03588252
13,1992,1,1,0.03591188
14,1992,1,1,0.03596434
15,1992,1,1,0.03596867
16,1992,1,1,0.03608359
1,1993,1,1,0.03486147
2,1993,1,1,0.201188
3,1993,1,1,0.1903029
4,1993,1,1,0.1364859
5,1993,1,1,0.08133776
6,1993,1,1,0.06119282
7,1993,1,1,0.0529919
8,1993,1,1,0.04932316
9,1993,1,1,0.04787701
10,1993,1,1,0.04711643
11,1993,1,1,0.0470055
12,1993,1,1,0.04712473
13,1993,1,1,0.04721068
14,1993,1,1,0.04731557
15,1993,1,1,0.04735388
16,1993,1,1,0.04754666
1,1994,1,1,0.02379631
2,1994,1,1,0.1327542
3,1994,1,1,0.1276282
4,1994,1,1,0.09180931
5,1994,1,1,0.0549525
6,1994,1,1,0.04144242
7,1994,1,1,0.03593816
8,1994,1,1,0.03347741
9,1994,1,1,0.0325121
10,1994,1,1,0.03200704
11,1994,1,1,0.03193985
12,1994,1,1,0.0320277
13,1994,1,1,0.03209044
14,1994,1,1,0.03216502
15,1994,1,1,0.03219404
16,1994,1,1,0.03232888
1,1995,1,1,0.07399338
2,1995,1,1,0.5139919
3,1995,1,1,0.4470969
4,1995,1,1,0.3154522
5,1995,1,1,0.1834413
6,1995,1,1,0.1361075
7,1995,1,1,0.116921
8,1995,1,1,0.108307
9,1995,1,1,0.1048227
10,1995,1,1,0.1029403
11,1995,1,1,0.1025426
12,1995,1,1,0.1026729
13,1995,1,1,0.1027779
14,1995,1,1,0.102944
15,1995,1,1,0.1029708
16,1995,1,1,0.1033182
1,1996,1,1,0.02405692
2,1996,1,1,0.194495
3,1996,1,1,0.1589573
4,1996,1,1,0.1106721
5,1996,1,1,0.0630422
6,1996,1,1,0.04621198
7,1996,1,1,0.03941348
8,1996,1,1,0.03635247
9,1996,1,1,0.03508902
10,1996,1,1,0.03439258
11,1996,1,1,0.03421222
12,1996,1,1,0.0342159
13,1996,1,1,0.03422568
14,1996,1,1,0.03426186
15,1996,1,1,0.03425344
16,1996,1,1,0.03434693
1,1997,1,1,0.0399799
2,1997,1,1,0.2933452
3,1997,1,1,0.2493324
4,1997,1,1,0.1750729
5,1997,1,1,0.1010574
6,1997,1,1,0.07465987
7,1997,1,1,0.0639732
8,1997,1,1,0.05917033
9,1997,1,1,0.05721316
10,1997,1,1,0.05614788
11,1997,1,1,0.05590388
12,1997,1,1,0.05595219
13,1997,1,1,0.05599503
14,1997,1,1,0.05607459
15,1997,1,1,0.05607931
16,1997,1,1,0.05625592
1,1998,1,1,0.08294735
2,1998,1,1,0.6177339
3,1998,1,1,0.5218259
4,1998,1,1,0.3659306
5,1998,1,1,0.2107995
6,1998,1,1,0.1555519
7,1998,1,1,0.1331932
8,1998,1,1,0.1231418
9,1998,1,1,0.1190377
10,1998,1,1,0.1167994
11,1998,1,1,0.1162762
12,1998,1,1,0.1163635
13,1998,1,1,0.1164443
14,1998,1,1,0.1166034
15,1998,1,1,0.1166075
16,1998,1,1,0.1169674
1,1999,1,1,0.04872386
2,1999,1,1,0.3930572
3,1999,1,1,0.3215159
4,1999,1,1,0.2238944
5,1999,1,1,0.1275756
6,1999,1,1,0.09353387
7,1999,1,1,0.07978219
8,1999,1,1,0.07359077
9,1999,1,1,0.07103595
10,1999,1,1,0.06962809
11,1999,1,1,0.0692644
12,1999,1,1,0.06927307
13,1999,1,1,0.06929364
14,1999,1,1,0.06936748
15,1999,1,1,0.06935097
16,1999,1,1,0.06954094
1,2000,1,1,0.1134617
2,2000,1,1,0.9171813
3,2000,1,1,0.7496381
4,2000,1,1,0.521933
5,2000,1,1,0.2973149
6,2000,1,1,0.217944
7,2000,1,1,0.1858824
8,2000,1,1,0.1714468
9,2000,1,1,0.1654885
10,2000,1,1,0.1622042
11,2000,1,1,0.1613538
12,2000,1,1,0.1613713
13,2000,1,1,0.1614176
14,2000,1,1,0.1615883
15,2000,1,1,0.1615487
16,2000,1,1,0.1619897
1,2001,1,1,0.06627611
2,2001,1,1,0.4739832
3,2001,1,1,0.4072178
4,2001,1,1,0.2865796
5,2001,1,1,0.165998
6,2001,1,1,0.1228854
7,2001,1,1,0.1054216
8,2001,1,1,0.09757676
9,2001,1,1,0.09439098
10,2001,1,1,0.09266297
11,2001,1,1,0.09228142
12,2001,1,1,0.09237888
13,2001,1,1,0.09246086
14,2001,1,1,0.09260076
15,2001,1,1,0.09261629
16,2001,1,1,0.09291779
1,2002,1,1,0.05694098
2,2002,1,1,0.4233676
3,2002,1,1,0.3578765
4,2002,1,1,0.2509968
5,2002,1,1,0.1446223
6,2002,1,1,0.1067326
7,2002,1,1,0.09139811
8,2002,1,1,0.08450467
9,2002,1,1,0.0816906
10,2002,1,1,0.08015621
11,2002,1,1,0.07979829
12,2002,1,1,0.07985922
13,2002,1,1,0.07991528
14,2002,1,1,0.08002498
15,2002,1,1,0.08002821
16,2002,1,1,0.08027578
1,2003,1,1,0.08158559
2,2003,1,1,0.6102753
3,2003,1,1,0.514591
4,2003,1,1,0.3607177
5,2003,1,1,0.207672
6,2003,1,1,0.1531902
7,2003,1,1,0.1311437
8,2003,1,1,0.1212318
9,2003,1,1,0.1171823
10,2003,1,1,0.1149725
11,2003,1,1,0.1144528
12,2003,1,1,0.1145349
13,2003,1,1,0.114612
14,2003,1,1,0.1147668
15,2003,1,1,0.1147691
16,2003,1,1,0.1151212
1,2004,1,1,0.05885146
2,2004,1,1,0.459737
3,2004,1,1,0.3808882
4,2004,1,1,0.2659835
5,2004,1,1,0.1522275
6,2004,1,1,0.1119003
7,2004,1,1,0.0955977
8,2004,1,1,0.08826219
9,2004,1,1,0.08524798
10,2004,1,1,0.08359378
11,2004,1,1,0.08318251
12,2004,1,1,0.08321419
13,2004,1,1,0.08325241
14,2004,1,1,0.08335137
15,2004,1,1,0.08334083
16,2004,1,1,0.08358096
1,2005,1,1,0.03820362
2,2005,1,1,0.3010908
3,2005,1,1,0.248571
4,2005,1,1,0.1734493
5,2005,1,1,0.09914828
6,2005,1,1,0.07283025
7,2005,1,1,0.06219308
8,2005,1,1,0.057406
9,2005,1,1,0.05543666
10,2005,1,1,0.05435466
11,2005,1,1,0.05408274
12,2005,1,1,0.05409956
13,2005,1,1,0.05412201
14,2005,1,1,0.05418453
15,2005,1,1,0.05417602
16,2005,1,1,0.05433003
1,2006,1,1,0.03218093
2,2006,1,1,0.2462651
3,2006,1,1,0.2057306
4,2006,1,1,0.1439255
5,2006,1,1,0.08260374
6,2006,1,1,0.06082192
7,2006,1,1,0.05201231
8,2006,1,1,0.04804988
9,2006,1,1,0.04642612
10,2006,1,1,0.04553738
11,2006,1,1,0.04532205
12,2006,1,1,0.04534661
13,2006,1,1,0.04537207
14,2006,1,1,0.04542952
15,2006,1,1,0.04542697
16,2006,1,1,0.04556192
1,2007,1,1,0.03276688
2,2007,1,1,0.2456494
3,2007,1,1,0.2069446
4,2007,1,1,0.1450356
5,2007,1,1,0.08347439
6,2007,1,1,0.06156431
7,2007,1,1,0.05269867
8,2007,1,1,0.04871259
9,2007,1,1,0.04708359
10,2007,1,1,0.04619439
11,2007,1,1,0.04598465
12,2007,1,1,0.04601686
13,2007,1,1,0.04604732
14,2007,1,1,0.04610913
15,2007,1,1,0.04610973
16,2007,1,1,0.04625076
1,2008,1,1,0.03650377
2,2008,1,1,0.2854415
3,2008,1,1,0.2363927
4,2008,1,1,0.1650646
5,2008,1,1,0.09445697
6,2008,1,1,0.06942847
7,2008,1,1,0.0593107
8,2008,1,1,0.05475803
9,2008,1,1,0.05288707
10,2008,1,1,0.05186016
11,2008,1,1,0.05160454
12,2008,1,1,0.05162379
13,2008,1,1,0.05164725
14,2008,1,1,0.05170844
15,2008,1,1,0.05170173
16,2008,1,1,0.05185048
1,2009,1,1,0.03667346
2,2009,1,1,0.2813369
3,2009,1,1,0.234795
4,2009,1,1,0.1642231
5,2009,1,1,0.09422145
6,2009,1,1,0.06936239
7,2009,1,1,0.05930876
8,2009,1,1,0.05478658
9,2009,1,1,0.05293283
10,2009,1,1,0.05191788
11,2009,1,1,0.05167121
12,2009,1,1,0.05169822
13,2009,1,1,0.05172662
14,2009,1,1,0.05179163
15,2009,1,1,0.05178829
16,2009,1,1,0.05194159
1,2010,1,1,0.06876327
2,2010,1,1,0.4762971
3,2010,1,1,0.4148173
4,2010,1,1,0.2927508
5,2010,1,1,0.1703056
6,2010,1,1,0.1263893
7,2010,1,1,0.1085868
8,2010,1,1,0.1005947
9,2010,1,1,0.09736321
10,2010,1,1,0.09561804
11,2010,1,1,0.09525103
12,2010,1,1,0.09537401
13,2010,1,1,0.09547283
14,2010,1,1,0.09562804
15,2010,1,1,0.09565385
16,2010,1,1,0.09597766
1,2011,1,1,0.0287262
2,2011,1,1,0.2294749
3,2011,1,1,0.1884344
4,2011,1,1,0.1313322
5,2011,1,1,0.07493419
6,2011,1,1,0.0549831
7,2011,1,1,0.04692177
8,2011,1,1,0.04329298
9,2011,1,1,0.04179751
10,2011,1,1,0.04097444
11,2011,1,1,0.04076424
12,2011,1,1,0.04077254
13,2011,1,1,0.04078669
14,2011,1,1,0.04083169
15,2011,1,1,0.04082337
16,2011,1,1,0.04093698
1,2012,1,1,0.04240912
2,2012,1,1,0.3395255
3,2012,1,1,0.2785605
4,2012,1,1,0.1941098
5,2012,1,1,0.1107197
6,2012,1,1,0.08122619
7,2012,1,1,0.06930979
8,2012,1,1,0.06394543
9,2012,1,1,0.06173408
10,2012,1,1,0.06051666
11,2012,1,1,0.06020494
12,2012,1,1,0.06021615
13,2012,1,1,0.06023636
14,2012,1,1,0.06030231
15,2012,1,1,0.06028956
16,2012,1,1,0.06045676
1,2013,1,1,0.03382677
2,2013,1,1,0.2714654
3,2013,1,1,0.2225107
4,2013,1,1,0.1550202
5,2013,1,1,0.08839403
6,2013,1,1,0.06483494
7,2013,1,1,0.05531676
8,2013,1,1,0.05103181
9,2013,1,1,0.04926487
10,2013,1,1,0.04829182
11,2013,1,1,0.04804198
12,2013,1,1,0.04804999
13,2013,1,1,0.04806554
14,2013,1,1,0.04811772
15,2013,1,1,0.04810714
16,2013,1,1,0.04824004
1,2014,1,1,0.02430719
2,2014,1,1,0.1940206
3,2014,1,1,0.1593708
4,2014,1,1,0.1110836
5,2014,1,1,0.06338781
6,2014,1,1,0.04651393
7,2014,1,1,0.03969584
8,2014,1,1,0.03662674
9,2014,1,1,0.03536205
10,2014,1,1,0.03466607
11,2014,1,1,0.03448849
12,2014,1,1,0.03449573
13,2014,1,1,0.03450784
14,2014,1,1,0.03454602
15,2014,1,1,0.03453907
16,2014,1,1,0.03463532
1,2015,1,1,0.01770319
2,2015,1,1,0.1426926
3,2015,1,1,0.1167593
4,2015,1,1,0.0813137
5,2015,1,1,0.04633808
6,2015,1,1,0.03397576
7,2015,1,1,0.02898172
8,2015,1,1,0.02673329
9,2015,1,1,0.02580559
10,2015,1,1,0.02529443
11,2015,1,1,0.02516252
12,2015,1,1,0.02516584
13,2015,1,1,0.02517342
14,2015,1,1,0.02520032
15,2015,1,1,0.0251944
16,2015,1,1,0.02526351
1,2016,1,1,0.03160847
2,2016,1,1,0.2531785
3,2016,1,1,0.2076783
4,2016,1,1,0.1447107
5,2016,1,1,0.08253711
6,2016,1,1,0.06054848
7,2016,1,1,0.05166441
8,2016,1,1,0.04766507
9,2016,1,1,0.04601631
10,2016,1,1,0.04510857
11,2016,1,1,0.04487601
12,2016,1,1,0.04488418
13,2016,1,1,0.04489914
14,2016,1,1,0.04494822
15,2016,1,1,0.04493863
16,2016,1,1,0.04506316
1,2017,1,1,0.04815367
2,2017,1,1,0.372381
3,2017,1,1,0.3097718
4,2017,1,1,0.2165123
5,2017,1,1,0.1240859
6,2017,1,1,0.09128845
7,2017,1,1,0.07802675
8,2017,1,1,0.07206068
9,2017,1,1,0.06961244
10,2017,1,1,0.06827061
11,2017,1,1,0.06794116
12,2017,1,1,0.06797243
13,2017,1,1,0.06800707
14,2017,1,1,0.0680905
15,2017,1,1,0.06808425
16,2017,1,1,0.06828342
1,2018,1,1,0.01783414
2,2018,1,1,0.1426528
3,2018,1,1,0.1170792
4,2018,1,1,0.08159075
5,2018,1,1,0.04654481
6,2018,1,1,0.03414868
7,2018,1,1,0.02914011
8,2018,1,1,0.02688546
9,2018,1,1,0.02595613
10,2018,1,1,0.02544457
11,2018,1,1,0.02531372
12,2018,1,1,0.02531861
13,2018,1,1,0.02532722
14,2018,1,1,0.02535504
15,2018,1,1,0.02534975
16,2018,1,1,0.02542015
1,2019,1,1,0.01947
2,2019,1,1,0.1538707
3,2019,1,1,0.1268914
4,2019,1,1,0.08852172
5,2019,1,1,0.05058229
6,2019,1,1,0.03714735
7,2019,1,1,0.03171758
8,2019,1,1,0.02927387
9,2019,1,1,0.02826821
10,2019,1,1,0.02771547
11,2019,1,1,0.0275761
12,2019,1,1,0.02758408
13,2019,1,1,0.02759514
14,2019,1,1,0.02762672
15,2019,1,1,0.02762213
16,2019,1,1,0.02770031
1,2020,1,1,0.0340021
2,2020,1,1,0.2691894
3,2020,1,1,0.2218355
4,2020,1,1,0.1547328
5,2020,1,1,0.08839475
6,2020,1,1,0.06490734
7,2020,1,1,0.05541521
8,2020,1,1,0.05114308
9,2020,1,1,0.04938455
10,2020,1,1,0.0484178
11,2020,1,1,0.04817353
12,2020,1,1,0.04818679
13,2020,1,1,0.04820569
14,2020,1,1,0.04826054
15,2020,1,1,0.04825222
16,2020,1,1,0.04838842
1,2021,1,1,0.1160707
2,2021,1,1,0.9198264
3,2021,1,1,0.757718
4,2021,1,1,0.5284711
5,2021,1,1,0.3018605
6,2021,1,1,0.2216351
7,2021,1,1,0.1892138
8,2021,1,1,0.1746216
9,2021,1,1,0.1686143
10,2021,1,1,0.1653114
11,2021,1,1,0.1644758
12,2021,1,1,0.1645198
13,2021,1,1,0.1645835
14,2021,1,1,0.1647702
15,2021,1,1,0.1647412
16,2021,1,1,0.1652055
1,2022,1,1,0.0361036
2,2022,1,1,0.2767504
3,2022,1,1,0.2310399
4,2022,1,1,0.1616076
5,2022,1,1,0.09273068
6,2022,1,1,0.06826921
7,2022,1,1,0.05837619
8,2022,1,1,0.05392633
9,2022,1,1,0.05210241
10,2022,1,1,0.0511039
11,2022,1,1,0.05086145
12,2022,1,1,0.05088835
13,2022,1,1,0.0509165
14,2022,1,1,0.05098064
15,2022,1,1,0.05097748
16,2022,1,1,0.05112855
1,2023,1,1,0.01164198
2,2023,1,1,0.09344503
3,2023,1,1,0.0765884
4,2023,1,1,0.05335728
5,2023,1,1,0.03042412
6,2023,1,1,0.02231506
7,2023,1,1,0.0190389
8,2023,1,1,0.01756402
9,2023,1,1,0.01695583
10,2023,1,1,0.01662089
11,2023,1,1,0.01653487
12,2023,1,1,0.0165376
13,2023,1,1,0.01654294
14,2023,1,1,0.01656089
15,2023,1,1,0.01655724
16,2023,1,1,0.01660296
1,2024,1,1,0.01260001
2,2024,1,1,0.09042807
3,2024,1,1,0.07757527
4,2024,1,1,0.05457673
5,2024,1,1,0.03159793
6,2024,1,1,0.02338493
7,2024,1,1,0.02005833
8,2024,1,1,0.01856389
9,2024,1,1,0.01795672
10,2024,1,1,0.01762722
11,2024,1,1,0.01755409
12,2024,1,1,0.01757218
13,2024,1,1,0.01758748
14,2024,1,1,0.01761387
15,2024,1,1,0.01761662
16,2024,1,1,0.01767372
1,1972,2,1,0.02593827
2,1972,2,1,0.1996006
3,1972,2,1,0.1663716
4,1972,2,1,0.116334
5,1972,2,1,0.06671731
6,1972,2,1,0.04910259
7,1972,2,1,0.04197925
8,1972,2,1,0.03877495
9,1972,2,1,0.03746089
10,1972,2,1,0.03674114
11,1972,2,1,0.03656552
12,1972,2,1,0.03658375
13,1972,2,1,0.03660328
14,1972,2,1,0.03664887
15,1972,2,1,0.03664611
16,1972,2,1,0.0367541
1,1973,2,1,0.04979738
2,1973,2,1,0.3879469
3,1973,2,1,0.3217631
4,1973,2,1,0.2247485
5,1973,2,1,0.1286761
6,1973,2,1,0.09460891
7,1973,2,1,0.08083609
8,1973,2,1,0.07463922
9,1973,2,1,0.07209379
10,1973,2,1,0.07069736
11,1973,2,1,0.07035134
12,1973,2,1,0.07037965
13,1973,2,1,0.07041293
14,1973,2,1,0.07049735
15,1973,2,1,0.0704891
16,1973,2,1,0.07069304
1,1974,2,1,0.08856176
2,1974,2,1,0.6937594
3,1974,2,1,0.5741327
4,1974,2,1,0.4008333
5,1974,2,1,0.2293172
6,1974,2,1,0.1685298
7,1974,2,1,0.1439575
8,1974,2,1,0.1329004
9,1974,2,1,0.1283553
10,1974,2,1,0.1258601
11,1974,2,1,0.1252376
12,1974,2,1,0.1252825
13,1974,2,1,0.1253383
14,1974,2,1,0.125486
15,1974,2,1,0.1254689
16,1974,2,1,0.1258289
1,1975,2,1,0.05715467
2,1975,2,1,0.4520748
3,1975,2,1,0.3726833
4,1975,2,1,0.2599713
5,1975,2,1,0.1485332
6,1975,2,1,0.1090744
7,1975,2,1,0.09312735
8,1975,2,1,0.08595015
9,1975,2,1,0.08299617
10,1975,2,1,0.08137242
11,1975,2,1,0.08096258
12,1975,2,1,0.08098545
13,1975,2,1,0.08101759
14,1975,2,1,0.08111005
15,1975,2,1,0.08109631
16,1975,2,1,0.08132555
1,1976,2,1,0.09988659
2,1976,2,1,0.7592438
3,1976,2,1,0.6360166
4,1976,2,1,0.4452089
5,1976,2,1,0.2557559
6,1976,2,1,0.1884176
7,1976,2,1,0.1611786
8,1976,2,1,0.1489285
9,1976,2,1,0.143913
10,1976,2,1,0.1411703
11,1976,2,1,0.1405115
12,1976,2,1,0.140595
13,1976,2,1,0.1406786
14,1976,2,1,0.1408602
15,1976,2,1,0.1408555
16,1976,2,1,0.1412781
1,1977,2,1,0.08845205
2,1977,2,1,0.6856083
3,1977,2,1,0.5698013
4,1977,2,1,0.3981769
5,1977,2,1,0.2281275
6,1977,2,1,0.1677991
